2013-02-18 23:04:00 Notice: Notice (8): Undefined index:  3 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:00 Notice: Notice (8): Undefined index:  9 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:00 Notice: Notice (8): Undefined index:  5 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 30]
2013-02-18 23:04:21 Notice: Notice (8): Undefined index:  8 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:21 Notice: Notice (8): Undefined index:  6 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:21 Notice: Notice (8): Undefined index:  2 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:21 Notice: Notice (8): Undefined index:  1 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:21 Notice: Notice (8): Undefined index:  12 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:21 Notice: Notice (8): Undefined index:  4 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:21 Notice: Notice (8): Undefined index:  3 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:21 Notice: Notice (8): Undefined index:  9 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:21 Notice: Notice (8): Undefined index:  5 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 30]
2013-02-18 23:04:30 Notice: Notice (8): Undefined index:  8 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:30 Notice: Notice (8): Undefined index:  6 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:31 Notice: Notice (8): Undefined index:  2 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:31 Notice: Notice (8): Undefined index:  1 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:31 Notice: Notice (8): Undefined index:  12 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:31 Notice: Notice (8): Undefined index:  4 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:31 Notice: Notice (8): Undefined index:  3 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:31 Notice: Notice (8): Undefined index:  9 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 31]
2013-02-18 23:04:31 Notice: Notice (8): Undefined index:  5 in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/views/maeuris/result.ctp, line 30]
2013-03-06 16:11:47 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 132]
2013-06-22 17:02:41 Notice: Notice (8): Undefined index:  judge in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 161]
2013-06-22 17:02:41 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 199]
2013-06-22 17:02:41 Notice: Notice (8): Undefined index:  pic_del in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 222]
2013-06-22 17:02:41 Notice: Notice (8): Undefined index:  pic_path in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 239]
2013-08-10 11:04:00 Notice: Notice (8): Undefined index:  judge in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 161]
2013-08-10 11:04:00 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 199]
2013-08-10 11:04:00 Notice: Notice (8): Undefined index:  pic_del in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 222]
2014-05-23 18:06:05 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 134]
2014-05-23 18:06:06 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 134]
2014-05-23 18:06:06 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/news_controller.php, line 134]
2014-07-15 22:18:53 Notice: Notice (8): Undefined variable: theaters in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/special_main_banners_controller.php, line 36]
2014-07-15 22:18:55 Notice: Notice (8): Undefined variable: theaters in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/special_main_banners_controller.php, line 36]
2014-07-15 22:19:02 Notice: Notice (8): Undefined variable: theaters in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/special_main_banners_controller.php, line 36]
2014-07-15 22:19:08 Notice: Notice (8): Undefined variable: theaters in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/special_main_banners_controller.php, line 36]
2014-07-15 22:19:29 Notice: Notice (8): Undefined variable: theaters in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/special_main_banners_controller.php, line 36]
2014-07-15 22:35:51 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/picks_controller.php, line 98]
2014-07-15 22:36:46 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/picks_controller.php, line 98]
2014-07-15 22:38:19 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:38:19 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/picks_controller.php, line 98]
2014-07-15 22:38:19 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:38:41 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:38:41 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/picks_controller.php, line 191]
2014-07-15 22:38:41 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:41:08 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:41:20 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:41:21 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/picks_controller.php, line 191]
2014-07-15 22:41:21 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:41:29 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:41:29 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/picks_controller.php, line 191]
2014-07-15 22:41:29 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:41:40 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:41:43 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:41:50 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:41:50 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:42:04 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:42:04 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:44:24 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:44:40 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:44:40 Notice: Notice (8): Use of undefined constant topslider_picture - assumed 'topslider_picture' in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/topsliders_controller.php, line 59]
2014-07-15 22:44:40 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/topsliders_controller.php, line 100]
2014-07-15 22:45:36 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
2014-07-15 22:45:36 Notice: Notice (8): Use of undefined constant topslider_picture - assumed 'topslider_picture' in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/topsliders_controller.php, line 59]
2014-07-15 22:45:36 Notice: Notice (8): Undefined index:  theater_ids in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/controllers/topsliders_controller.php, line 100]
2014-07-15 22:45:38 Notice: Notice (8): Constant topimage_picture already defined in [/var/www/vhosts/cinemasunshine.co.jp/httpdocs/cine_cms/app/config/const.php, line 57]
